submitted_on,water_point_name,latitude,longitude,chlorination_rehab_date,community_mobilised,functional_status_before,rating_bolts_nuts,rating_compression_cone,rating_cylinder,rating_flapper,rating_footvalve_bobbin,rating_footvalve_body,rating_footvalve_oring,rating_fulcrum_pin,rating_fulcrum_bearings,rating_handle,rating_hanger_pin,rating_hanger_bearings,rating_head_bolt,rating_plunger_bobbin,rating_plunger_body,rating_plunger_useal,rating_pump_head_case,rating_pump_head_cover,rating_rising_main,rating_rising_centralisers,rating_rods,rating_rod_centralisers,rating_rodhanger,rating_rope,rating_socket,rating_steel_cone,rating_top_sleeve,rod_count,broken_parts_fished_out,broken_parts_comments,silt_observed,corrosion_observed,slime_observed,rising_main_length_m,rope_attached,photos_of_removed_parts,pedestal_condition,pedestal_firm,photos_of_civil_work,latrines_within_30m,latrines_within_100m,cemetery_within_30m,waste_dumps_within_30m,difficult_access_by_car,chlorination_done,parts_chlorinated,parts_chlorinated_unknown,borehole_depth_m,water_depth_m,chlorine_water_buckets,hth_dissolved_properly,chlorinated_parts_installed,replaced_rising_main_length_m,replaced_rod_count,replaced_bolts_nuts_tick,replaced_bolts_nuts_count,replaced_compression_cone_tick,replaced_compression_cone_count,replaced_cylinder_tick,replaced_cylinder_count,replaced_flapper_tick,replaced_flapper_count,replaced_footvalve_bobbin_tick,replaced_footvalve_bobbin_count,replaced_footvalve_body_tick,replaced_footvalve_body_count,replaced_footvalve_oring_tick,replaced_footvalve_oring_count,replaced_fulcrum_pin_tick,replaced_fulcrum_pin_count,replaced_fulcrum_bearings_tick,replaced_fulcrum_bearings_count,replaced_handle_tick,replaced_handle_count,replaced_hanger_pin_tick,replaced_hanger_pin_count,replaced_hanger_bearings_tick,replaced_hanger_bearings_count,replaced_head_bolt_tick,replaced_head_bolt_count,replaced_plunger_bobbin_tick,replaced_plunger_bobbin_count,replaced_plunger_body_tick,replaced_plunger_body_count,replaced_plunger_useal_tick,replaced_plunger_useal_count,replaced_pump_head_case_tick,replaced_pump_head_case_count,replaced_pump_head_cover_tick,replaced_pump_head_cover_count,replaced_rising_main_tick,replaced_rising_main_count,replaced_rising_centralisers_tick,replaced_rising_centralisers_count,replaced_rods_tick,replaced_rods_count,replaced_rod_centralisers_tick,replaced_rod_centralisers_count,replaced_rodhanger_tick,replaced_rodhanger_count,replaced_rope_tick,replaced_rope_count,replaced_socket_tick,replaced_socket_count,replaced_steel_cone_tick,replaced_steel_cone_count,replaced_top_sleeve_tick,replaced_top_sleeve_count,functionality_after,time_to_fill_20l_bucket,strokes_to_yield_water
4/7/2019,Nkhonya borehole 3,-15.9919083,35.4714733,19/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,5,5,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,9,Yes,Rod  centrelizers,No,No,Yes,28,Yes,https://api.mwater.co/v3/images/4112872b63c0436da1ecb05d1b8f3dd9; https://api.mwater.co/v3/images/76037a381aca4c7982e34c32b80e40a3; https://api.mwater.co/v3/images/15362616f93c4466b127c4bc0c4527a2; https://api.mwater.co/v3/images/c7d3829dc3a24281b6bcb3b55a9ef45f; https://api.mwater.co/v3/images/97519ea5b0ab48e99638748379e46936; https://api.mwater.co/v3/images/e3bc2708b79042128d28b2c72e43ddcb; https://api.mwater.co/v3/images/4e67f72d894948b58e37c06447918b19,Minimal Wear,Yes,https://api.mwater.co/v3/images/f32832b532ae4c31a4455f330a9bcc80; https://api.mwater.co/v3/images/bd7e480c09db4441a785682126f2c118,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,28,9,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.63,3
25/06/2019,Namadidi primary school borehole,-15.874875,35.4565949,20/06/2019,Yes,Partially Functional,5,NA,5,NA,5,5,5,5,5,2,5,5,NA,5,5,5,2,3,4,2,1,5,5,5,5,2,3,9,Yes,Cup seal was fished out from the bottom of foot valve body.,No,No,Yes,27,Yes,https://api.mwater.co/v3/images/0a8b44943cf34168bc57ddc0d034eb69; https://api.mwater.co/v3/images/312a849eaa854e36af2150569989f62c; https://api.mwater.co/v3/images/73ef96d0173b42d1b17515585e169d61; https://api.mwater.co/v3/images/281946c2e83948d58d4b3527ed5d75d8; https://api.mwater.co/v3/images/bf17344286be4c38ac036efa6dc22ea3; https://api.mwater.co/v3/images/5f7d30f9703840c09125e1aa63007d81; https://api.mwater.co/v3/images/2d548d8d35474e3da90953d63ac28ef6; https://api.mwater.co/v3/images/f7391680cfce4b26a2048203346d201c,Minimal Wear,Yes,https://api.mwater.co/v3/images/1e174053920c445caa2cbe637d5fc305; https://api.mwater.co/v3/images/e36a12e99c8149e9ac4d58238f79ebc0; https://api.mwater.co/v3/images/cdfc88469387414d81cd1d44af34817b; https://api.mwater.co/v3/images/a6e2d17b1bb04385940c5a00e97d34f1,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,8,TRUE,1,TRUE,1,TRUE,8,NA,NA,NA,NA,Functional,41.671,1
24/02/2020,Namadidi primary school borehole,-15.874875,35.4565949,20/06/2019,Yes,Partially Functional,2,3,2,2,2,2,2,5,5,2,2,5,5,2,2,2,2,2,3,2,2,5,2,2,3,2,2,7,No,NA,No,No,Yes,21,Yes,https://api.mwater.co/v3/images/a76c05f6a7324bc7ba52df6a320c0df5; https://api.mwater.co/v3/images/a051a3fc707b4ae5a0249b9c5f87daa2; https://api.mwater.co/v3/images/bddecd021137455f9e50ceb1cd09c94f; https://api.mwater.co/v3/images/3a277b0944904d6099d186d7f8a83cbf; https://api.mwater.co/v3/images/736a9be91a894f9f8b784c5ffbe78a78,Minimal Wear,Yes,https://api.mwater.co/v3/images/6b17d05566ac41e083458e0aef013681; https://api.mwater.co/v3/images/81a3bdce0ae7478ca5fc6922b236430e,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,44.217,1
4/7/2019,Nankwakwala borehole 1,-15.9376061,35.4570186,21/06/2019,Yes,Partially Functional,3,2,2,3,2,2,2,2,2,2,5,5,2,5,2,5,2,2,1,1,2,5,3,2,2,2,2,10,No,NA,Yes,No,No,28,Yes,https://api.mwater.co/v3/images/69a1136d3d83402f9ef84393f85d26e0; https://api.mwater.co/v3/images/824e71eb63b643b1af6597e8405debc0,Minimal Wear,Yes,https://api.mwater.co/v3/images/cb53987b47764f95922aaa9a9fa1f67d; https://api.mwater.co/v3/images/282c7a14196643259d5998a5e0cb3e07,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,47.488,1
22/02/2020,Nankwakwala borehole 1,-15.9376061,35.4570186,21/06/2019,Yes,Partially Functional,5,3,3,4,3,3,3,2,4,3,3,4,3,5,3,4,2,3,2,3,3,4,3,3,2,3,2,10,Yes,There is alot of colosion on the rods,No,Yes,Yes,40,Yes,https://api.mwater.co/v3/images/736a9808bc4c45b6a223357f24da1578; https://api.mwater.co/v3/images/949aaabcbb2b4d5aae4bd08e40059a67; https://api.mwater.co/v3/images/4c19617e899640b3a07d570865e380a0; https://api.mwater.co/v3/images/06f47e9e6344495589ae849384b36f1b; https://api.mwater.co/v3/images/e48c268194604d52a1943d4fd901c3d2,Significant Wear,Yes,https://api.mwater.co/v3/images/f55d15b9ba79471fa4d052924260248e; https://api.mwater.co/v3/images/869ead54438445c78abe87710049e889; https://api.mwater.co/v3/images/9d9083bacb444c9a98de52d7b72a9077; https://api.mwater.co/v3/images/14e9483e82af40a8935e6f4d8702c355; https://api.mwater.co/v3/images/487ef66705e14377b6e500120006348c,No,Yes,No,No,No,Yes,NA,NA,30,20,20,Yes,Yes,30,10,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,52.191,1
27/06/2019,Misomali Borehole 2,-15.8672693,35.3606241,21/06/2019,Yes,Non-functional,Missing,5,2,Missing,5,2,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,No,"A lot parts were stolen in December 2015 leaving only rising main, cylinder and rubber cone. The villagers have had to rely on the nearest borehole which is at Nakoma primary school, 3kms away. Most of the resorted to drawing water from unprotected wells",No,No,No,33,No,https://api.mwater.co/v3/images/31b9a976ae2941299411f59478dd1ad5; https://api.mwater.co/v3/images/37cde585061045bca02d5adfc0c826ad,Minimal Wear,Yes,https://api.mwater.co/v3/images/9a396c36065a4f8290dd9556ab427584,No,Yes,No,No,No,Yes,NA,NA,34.5,28,28,Yes,Yes,33,10,TRUE,4,TRUE,1,FALSE,NA,TRUE,1,TRUE,1,FALSE,NA,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,NA,TRUE,1,TRUE,10,TRUE,10,TRUE,1,TRUE,1,TRUE,6,TRUE,1,TRUE,1,Functional,50.981,1
21/06/2019,Chingoli primary school borehole,-15.9223421,35.3636388,21/06/2019,Yes,Partially Functional,5,3,4,Missing,4,4,5,4,4,3,3,4,5,4,5,5,4,4,4,4,3,5,3,5,5,3,2,9,Yes,Head has a whole,No,Yes,No,27,Yes,https://api.mwater.co/v3/images/6065d23f4bdf462488057398d85b9882; https://api.mwater.co/v3/images/267d1d2d68b648a98db15921c4deb900; https://api.mwater.co/v3/images/4025ed7c52184103aa344e66464bb047; https://api.mwater.co/v3/images/7352c0b5f19647b6bc2123e450c9206b; https://api.mwater.co/v3/images/eada59a2e2714d228fab4275455cdd52; https://api.mwater.co/v3/images/1c4ba62dfc8b490ea0d6c76788c2fec3; https://api.mwater.co/v3/images/d8108491e8bc40d1a4bb8392f4ca74d1; https://api.mwater.co/v3/images/0bb1adb554984629b8bb76b463bb116f; https://api.mwater.co/v3/images/6b4c086c623b426b8c3c72fdeee390fa; https://api.mwater.co/v3/images/b801f70d71b840c2b33d34501f7d1c95,Significant Wear,Yes,https://api.mwater.co/v3/images/159340de1c384ee18bc9efc16e122165; https://api.mwater.co/v3/images/1aa16c862639424aa7e536ca89827fbf; https://api.mwater.co/v3/images/fff21fdef9dd47b0ae91a0bdf48bdc3b,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,27,9,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,TRUE,1,TRUE,7,NA,NA,NA,NA,Functional,55.558,1
6/7/2019,Gelegele,-15.94321649,35.46265336,21/06/2019,Yes,Non-functional,5,3,4,Missing,3,3,3,5,5,4,4,5,5,4,5,4,5,4,3,2,3,5,5,2,3,3,2,10,Yes,NA,No,Yes,Yes,30,Yes,https://api.mwater.co/v3/images/927ad1028e414e0dbfcfc13a2dadaf58; https://api.mwater.co/v3/images/e9daf822d144495aba6dd15bdbd3e42a; https://api.mwater.co/v3/images/08c751374a304e0796bad0b8ef563b46; https://api.mwater.co/v3/images/824d27a033e440d2bb0db2cfda85edf8; https://api.mwater.co/v3/images/3582f99d923f4039a653627c9ea3ae80; https://api.mwater.co/v3/images/fccf7279acb24e01a3d4181e42c5f586; https://api.mwater.co/v3/images/23708a42c29f4bd3941e972fab2d6c16; https://api.mwater.co/v3/images/95604c599bb546c798323d6b797617a5; https://api.mwater.co/v3/images/4cabe1ac84a34fc5a61ef53999ec3fc6; https://api.mwater.co/v3/images/1cb73a00075c4b46bf251f577e14a2bb; https://api.mwater.co/v3/images/d3d980738ac84fb69fa3b68d12eccc55,Significant Wear,Yes,https://api.mwater.co/v3/images/de563f3bb6b94f9ab98e2fb1672e9885; https://api.mwater.co/v3/images/0a93bc003cfe4ca3a8d09d5890a103e3,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,30,10,TRUE,4,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,59.841,1
1/7/2019,Mulera borehole 2,-15.86353,35.5238767,21/06/2019,Yes,Partially Functional,5,2,2,2,2,2,2,2,5,3,2,5,2,5,5,5,2,2,3,2,2,5,2,2,3,2,2,9,No,NA,No,No,No,27,Yes,https://api.mwater.co/v3/images/a2069c61a25e4158a927304420e38b75; https://api.mwater.co/v3/images/35f4839777824dc7bbf5c57cb65c15de; https://api.mwater.co/v3/images/960514e2960f456ebd3dd574cfa164e2,Minimal Wear,Yes,https://api.mwater.co/v3/images/887f1d45e9da4cbe8dfe89480c1ef157; https://api.mwater.co/v3/images/c18bb0ef424b4269b839d26d5ff92752; https://api.mwater.co/v3/images/a3e53f7085244383a3a6a44b17f2108c; https://api.mwater.co/v3/images/cb5bf3eeae15435da73a1cb386fd3ba0,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,42.591,1
6/12/2019,Mulera borehole 2,-15.86353,35.5238767,21/06/2019,Yes,Partially Functional,5,2,2,2,2,2,2,3,5,2,2,2,2,5,5,5,3,2,2,2,2,5,2,2,2,3,2,9,Yes,It was broken pieces of rod centralisers that were fished out from the bottom of foot valve body.,No,Yes,No,27,Yes,https://api.mwater.co/v3/images/d5d5e5c34303423bb6dae1df31b90f54; https://api.mwater.co/v3/images/f4b19601686245948b23c0a1918caf5d; https://api.mwater.co/v3/images/d822c148abe34d66bb44fc4e62f4b929,Minimal Wear,Yes,https://api.mwater.co/v3/images/b90ffd509bd0451ca7c4f14508f681ff; https://api.mwater.co/v3/images/784271b523c44a01bb71470ec503070b; https://api.mwater.co/v3/images/62dc490e264c4938a65d39991b6076d9; https://api.mwater.co/v3/images/96b61efa517c47e1b71587aa9e7ff770,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,TRUE,4,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,TRUE,4,NA,NA,NA,NA,Functional,42.57,1
24/02/2020,Mulera borehole 2,-15.86353,35.5238767,21/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,2,5,3,2,5,2,2,2,2,2,2,3,2,2,5,2,2,2,3,2,6,No,But the borehole had no flapper hence it was replaced with a new one.,No,No,No,18,Yes,https://api.mwater.co/v3/images/c021bb0ec0c84e40950b684fea3619d3,Minimal Wear,Yes,https://api.mwater.co/v3/images/8f6ea1ba55c543adb4338d64e3a44c0a; https://api.mwater.co/v3/images/bb940d095a4849b8ae244c1f931920cd,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,46.13,1
1/7/2019,Nkhulera borehole,-15.86673,35.3853533,20/06/2019,Yes,Partially Functional,2,1,2,5,3,5,5,5,5,1,5,5,1,5,5,5,2,1,1,2,2,5,2,2,1,2,1,13,No,NA,Yes,Yes,No,3,Yes,https://api.mwater.co/v3/images/3b3e94fcceac443887add15fe2282f95,Minimal Wear,Yes,https://api.mwater.co/v3/images/9c0f621ca8054ba7b4a5e4eea6d3e220; https://api.mwater.co/v3/images/a6c26595b5ca4734817f774e9248e56a,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,TRUE,1,TRUE,1,NA,0,NA,0,TRUE,1,TRUE,2,NA,0,FALSE,0,TRUE,2,NA,0,TRUE,1,TRUE,1,TRUE,1,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,12,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,59.732,1
8/7/2019,Majiya,-15.9613602,35.3519504,21/06/2019,Yes,Partially Functional,4,3,2,Missing,4,4,4,2,4,2,2,4,2,5,5,5,2,2,3,3,2,4,3,2,3,3,2,6,No,NA,No,Yes,No,18,Yes,https://api.mwater.co/v3/images/2a0ad955f9ff4854869396daccf284f8; https://api.mwater.co/v3/images/b5285273c7c144079a03e8ba4288a356; https://api.mwater.co/v3/images/a1dfd4ffb62d4a2fb1659959847e3573; https://api.mwater.co/v3/images/1801261c79f64ba49dad9f29dc697c53,As New,Yes,https://api.mwater.co/v3/images/5069136e59894a3285df175d389933bb; https://api.mwater.co/v3/images/e78b32a4666845eba6002df4e5bd0b5a,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,19,6,TRUE,4,FALSE,NA,NA,NA,FALSE,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,1,Functional,55.991,1
10/12/2019,Majiya,-15.9613602,35.3519504,20/06/2019,Yes,Non-functional,4,5,5,Missing,5,5,5,2,4,2,2,3,2,4,4,4,2,2,3,3,2,Missing,4,5,3,4,4,8,No,NA,No,No,No,24,Yes,https://api.mwater.co/v3/images/f77da5b0e5354bc4a57963791d6ceb4a; https://api.mwater.co/v3/images/50d436fd1eac4396a66993d53754f70e; https://api.mwater.co/v3/images/4624411b1cdc48b68cde8ee2bcf8fe74; https://api.mwater.co/v3/images/e4b9469498bc4eabb37ae4992edd1542; https://api.mwater.co/v3/images/4743ee4d118f4820a460350f741a0a80,Minimal Wear,Yes,https://api.mwater.co/v3/images/3298b61ea1e74cfba9d102c3594cd12a; https://api.mwater.co/v3/images/e988e9de5a3047aaa5ea938f64c34aea,No,Yes,No,No,No,Yes,NA,NA,24,22,22,Yes,Yes,25,8,TRUE,4,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,TRUE,8,TRUE,1,TRUE,1,NA,NA,TRUE,1,NA,NA,Functional,45.42,1
28/02/2020,Majiya,-15.9613602,35.3519504,22/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,2,5,2,2,5,2,5,2,5,2,3,2,NA,4,4,2,2,2,2,3,4,No,NA,No,No,No,12,Yes,https://api.mwater.co/v3/images/41968543efd64a80a9425ff1f0f3efcb; https://api.mwater.co/v3/images/23078704c33a4e13ad9bba3ad2ef1483,Minimal Wear,Yes,https://api.mwater.co/v3/images/cc4e4d54b1c6416d8ab52932b5ee669a; https://api.mwater.co/v3/images/2c6f34f79d1648c19a8149c56ab72743,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,43.762,1
20/06/2019,Tepani borehole,-15.6734368,35.4725493,29/06/2019,Yes,Partially Functional,4,2,2,2,2,2,2,2,5,3,2,5,2,5,5,5,2,2,2,2,2,4,2,2,2,3,2,3,No,NA,No,No,No,9,Yes,https://api.mwater.co/v3/images/831b0c75a3d342b1a572007f68303859,Minimal Wear,Yes,https://api.mwater.co/v3/images/b4ea6ad3836846e29d186a205924a9ac; https://api.mwater.co/v3/images/041ff1ec49c644128f73febb0e21f85b; https://api.mwater.co/v3/images/7947e8918b5d43cf9cfcb8cd427ffac8; https://api.mwater.co/v3/images/f065a53153f04ceeb4e465414dfff85e,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,9,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,46.531,1
26/06/2019,Mwasa  p1 borehole  03,-15.9268141,35.3444328,22/06/2019,Yes,Partially Functional,5,2,1,5,2,1,2,2,5,2,2,5,2,2,2,5,2,1,2,1,1,5,1,2,2,1,2,8,No,NA,No,Yes,No,3,Yes,https://api.mwater.co/v3/images/66f138511a0a4b7fbba729b28e1011f0; https://api.mwater.co/v3/images/37bc6fec4b624ef989c673e9277e2c56,Minimal Wear,Yes,https://api.mwater.co/v3/images/b51946d7b4b947268596c3a95feb2e6c; https://api.mwater.co/v3/images/8cd2c8cf8b574cb4a04f075a5734280b,No,Yes,No,No,No,Yes,NA,NA,21,20,20,Yes,Yes,0,0,TRUE,4,NA,0,NA,0,TRUE,1,NA,0,NA,0,NA,0,NA,0,TRUE,2,NA,0,NA,0,TRUE,2,NA,0,NA,0,NA,0,TRUE,1,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,8,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,46.891,1
24/06/2019,Mwasa 01 borehole 01,-15.9354233,35.3416313,21/06/2019,Yes,Partially Functional,1,3,2,1,2,1,2,1,2,2,3,1,3,2,2,1,2,2,1,2,2,5,1,2,1,2,1,11,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/aeca967a776545948ebedc465a91d4f4,Minimal Wear,Yes,https://api.mwater.co/v3/images/45583bf5dc90427787c33a0824bdef98; https://api.mwater.co/v3/images/132c051efc4e4880bb491e088730c739,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,47.21,1
5/12/2019,Mwasa 01 borehole 01,-15.9354233,35.3416313,21/06/2019,Yes,Partially Functional,1,2,2,Missing,1,3,1,1,5,1,2,5,3,2,1,3,3,2,1,2,5,2,2,1,2,2,1,7,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/cb7d1407bf6942dd9faf08b028f47852,Minimal Wear,Yes,https://api.mwater.co/v3/images/138df2e2ec4d422699c4c5b83eade78d; https://api.mwater.co/v3/images/9fd621907a584bb9950b46ab64e25dbe,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,2,NA,0,NA,0,TRUE,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,49.371,1
23/06/2019,Liwakhwa borehole 1,-15.9402333,35.3814533,17/06/2019,Yes,Partially Functional,2,2,2,5,5,2,2,5,5,2,2,5,2,5,2,5,2,2,2,2,2,5,2,2,2,2,2,7,No,NA,No,Yes,No,21,Yes,https://api.mwater.co/v3/images/ce3a63601ded463ab20bf4d51513fd5a; https://api.mwater.co/v3/images/e50e6a676a304b6393aae2bea7e81ef2; https://api.mwater.co/v3/images/0afba337dc3245a4bf1ea245df658433; https://api.mwater.co/v3/images/e7ea123c9a8d4b82b9164d77e34f87cf; https://api.mwater.co/v3/images/16fc4857a66c470fbdceb769a44fc828; https://api.mwater.co/v3/images/ec8b6be38d45451e8a9700fc1ce3295f,Significant Wear,Yes,https://api.mwater.co/v3/images/bffaa72098064d81a5fd3d767fde5bfb; https://api.mwater.co/v3/images/cd4b936ba391493eade30a11b582bda1; https://api.mwater.co/v3/images/bb2824263dd740d194389f7f351237df,No,No,No,No,No,Yes,NA,NA,21,15,15,Yes,Yes,21,7,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,FALSE,NA,TRUE,2,NA,NA,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.53,2
3/7/2019,Kaphiri School Borehole,-15.8935539,35.358159,22/06/2019,Yes,Partially Functional,2,2,2,2,2,2,2,2,5,2,2,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,No,NA,No,No,No,22,Yes,https://api.mwater.co/v3/images/d07923d927bf4162b56961477fcb6383; https://api.mwater.co/v3/images/da93726e9d3048d79a0043683eb45879; https://api.mwater.co/v3/images/5293533bc370430c83ef572f0cc6437e,As New,Yes,https://api.mwater.co/v3/images/6e5cb71760614f0d989502b0a8033845; https://api.mwater.co/v3/images/39708f281e7d4afbb55b5d191bddaff0,No,Yes,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,57.06,1
