submitted_on,water_point_name,latitude,longitude,chlorination_rehab_date,community_mobilised,functional_status_before,rating_bolts_nuts,rating_compression_cone,rating_cylinder,rating_flapper,rating_footvalve_bobbin,rating_footvalve_body,rating_footvalve_oring,rating_fulcrum_pin,rating_fulcrum_bearings,rating_handle,rating_hanger_pin,rating_hanger_bearings,rating_head_bolt,rating_plunger_bobbin,rating_plunger_body,rating_plunger_useal,rating_pump_head_case,rating_pump_head_cover,rating_rising_main,rating_rising_centralisers,rating_rods,rating_rod_centralisers,rating_rodhanger,rating_rope,rating_socket,rating_steel_cone,rating_top_sleeve,rod_count,broken_parts_fished_out,broken_parts_comments,silt_observed,corrosion_observed,slime_observed,rising_main_length_m,rope_attached,photos_of_removed_parts,pedestal_condition,pedestal_firm,photos_of_civil_work,latrines_within_30m,latrines_within_100m,cemetery_within_30m,waste_dumps_within_30m,difficult_access_by_car,chlorination_done,parts_chlorinated,parts_chlorinated_unknown,borehole_depth_m,water_depth_m,chlorine_water_buckets,hth_dissolved_properly,chlorinated_parts_installed,replaced_rising_main_length_m,replaced_rod_count,replaced_bolts_nuts_tick,replaced_bolts_nuts_count,replaced_compression_cone_tick,replaced_compression_cone_count,replaced_cylinder_tick,replaced_cylinder_count,replaced_flapper_tick,replaced_flapper_count,replaced_footvalve_bobbin_tick,replaced_footvalve_bobbin_count,replaced_footvalve_body_tick,replaced_footvalve_body_count,replaced_footvalve_oring_tick,replaced_footvalve_oring_count,replaced_fulcrum_pin_tick,replaced_fulcrum_pin_count,replaced_fulcrum_bearings_tick,replaced_fulcrum_bearings_count,replaced_handle_tick,replaced_handle_count,replaced_hanger_pin_tick,replaced_hanger_pin_count,replaced_hanger_bearings_tick,replaced_hanger_bearings_count,replaced_head_bolt_tick,replaced_head_bolt_count,replaced_plunger_bobbin_tick,replaced_plunger_bobbin_count,replaced_plunger_body_tick,replaced_plunger_body_count,replaced_plunger_useal_tick,replaced_plunger_useal_count,replaced_pump_head_case_tick,replaced_pump_head_case_count,replaced_pump_head_cover_tick,replaced_pump_head_cover_count,replaced_rising_main_tick,replaced_rising_main_count,replaced_rising_centralisers_tick,replaced_rising_centralisers_count,replaced_rods_tick,replaced_rods_count,replaced_rod_centralisers_tick,replaced_rod_centralisers_count,replaced_rodhanger_tick,replaced_rodhanger_count,replaced_rope_tick,replaced_rope_count,replaced_socket_tick,replaced_socket_count,replaced_steel_cone_tick,replaced_steel_cone_count,replaced_top_sleeve_tick,replaced_top_sleeve_count,functionality_after,time_to_fill_20l_bucket,strokes_to_yield_water
19/06/2019,Mandanda,-15.9870246,35.4731088,24/06/2019,Yes,Partially Functional,3,2,2,2,2,2,2,5,5,2,2,5,2,5,5,5,3,3,2,2,2,5,3,2,2,2,2,4,No,NA,No,No,No,12,Yes,https://api.mwater.co/v3/images/d69eed844ae0431d903c1c6018e81406; https://api.mwater.co/v3/images/24108a34bb1e4f329769a55dc72625a8,Minimal Wear,Yes,https://api.mwater.co/v3/images/859cd9ba1d284ab1b615d6da0aede237; https://api.mwater.co/v3/images/494dccddda1f4dbe9dd371bb828e13ad,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,57.464,1
13/06/2019,Tchaluwa borehole 1,-15.9860957,35.4720897,22/06/2019,Yes,Partially Functional,4,2,2,3,2,2,2,4,4,2,4,4,5,4,4,4,2,2,2,2,2,5,NA,2,2,2,2,10,No,NA,No,No,No,32,Yes,https://api.mwater.co/v3/images/52ae90bce7884bd584bcc4809f119835; https://api.mwater.co/v3/images/9f67371ba437452c80b3801f51794f39,Minimal Wear,Yes,https://api.mwater.co/v3/images/afe7f4dca920462589487186cbbbe0a2; https://api.mwater.co/v3/images/14c206786dc24bb881c88cb13a13a567,No,Yes,No,No,No,Yes,NA,NA,33,28,28,Yes,Yes,32,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,2,NA,0,NA,1,NA,2,NA,1,NA,1,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,58.431,1
20/02/2020,Nkunguza Borehole 2,-15.9316672,35.4677417,24/06/2019,Yes,Partially Functional,2,2,2,2,3,3,3,2,4,2,2,4,Missing,NA,NA,NA,NA,3,3,3,3,4,2,3,2,2,2,9,Yes,NA,No,No,No,27,Yes,https://api.mwater.co/v3/images/c3ede3385c784a2f94f626b03c91fe14,Minimal Wear,Yes,https://api.mwater.co/v3/images/7b03932f26b14d64a8d499a04842d7ce,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,41.611,1
24/06/2019,Mthuruwe school borehole,-15.8645418,35.5260068,24/06/2019,Yes,Non-functional,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,2,1,3,Missing,Missing,Missing,Missing,Missing,Missing,2,Missing,15,No,Parts of the borehole were stolen in 2015 leaving only the head case. however they got a donation of rising main pipes and head case cover but the rest of the stolen parts were never recovered.,No,No,No,42,No,https://api.mwater.co/v3/images/59e1f0daf85547839d5a35e0c351226c,Minimal Wear,Yes,https://api.mwater.co/v3/images/b8450ac9bf7d4500bdc017d1958d517c,No,Yes,No,No,No,Yes,NA,NA,48,43,43,Yes,Yes,43,15,TRUE,4,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,3,NA,NA,TRUE,15,TRUE,15,TRUE,1,TRUE,1,TRUE,1,FALSE,NA,TRUE,1,Functional,57.36,1
6/12/2019,Mthuruwe school borehole,-15.8645418,35.5260068,24/06/2019,Yes,Partially Functional,4,3,4,Missing,4,4,4,2,4,2,2,4,2,4,4,4,2,2,2,Missing,2,3,2,3,4,2,2,5,Yes,NA,No,No,No,15,Yes,https://api.mwater.co/v3/images/9b4af6dfbe1e4087a86a9b7f28e0a661; https://api.mwater.co/v3/images/cf0802bc7f1e4a10befe81d1b95977fe,Minimal Wear,Yes,https://api.mwater.co/v3/images/beeca9362efc45aaa3892df39ba179fa; https://api.mwater.co/v3/images/889a9e040c1e4a6db0a474443e0b977b,Yes,Yes,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,16,5,TRUE,4,FALSE,NA,TRUE,1,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,2,NA,NA,FALSE,NA,TRUE,5,NA,NA,TRUE,1,TRUE,3,TRUE,1,NA,NA,Functional,53.841,1
21/02/2020,Mthuruwe school borehole,-15.8645418,35.5260068,24/06/2019,Yes,Partially Functional,5,2,2,5,2,2,2,5,5,5,5,5,2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,10,Yes,Bush bearing and rod centrilizer,No,No,No,30,Yes,https://api.mwater.co/v3/images/da59af39295e4436959f2e55288dcd60; https://api.mwater.co/v3/images/859e4a9d08a94f56b07eaa156cbb328a; https://api.mwater.co/v3/images/9cf02add647942788d1a8722ced98d99; https://api.mwater.co/v3/images/7cd83174beda4bf0b247b62418605371; https://api.mwater.co/v3/images/5848d78656644f2ea82e5e7d983c397e; https://api.mwater.co/v3/images/d05f79ae45ef43d5902224560d9cea80; https://api.mwater.co/v3/images/4c45c50ff7c444cb9689faa9b45b7b81; https://api.mwater.co/v3/images/514e0c9f4a754f25a306249485748225,Minimal Wear,Yes,https://api.mwater.co/v3/images/737e96b743094323a0a78090221ea3fc; https://api.mwater.co/v3/images/161419c0eac648aeaea6ecd2e7601818; https://api.mwater.co/v3/images/873e888d833c4b1d81bdd82123c3e5c4,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,30,10,TRUE,4,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.4,3
26/02/2020,Ndanga borehole 2,-15.6849905,35.3646794,24/06/2019,Yes,Partially Functional,2,2,2,2,2,2,2,5,5,2,5,5,2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,2,Yes,Bush bearing,No,Yes,No,6,Yes,https://api.mwater.co/v3/images/549548350cd4464ab763e2a439f1db48; https://api.mwater.co/v3/images/9580c169441c4c99b7b18baaa3e43ed8; https://api.mwater.co/v3/images/835595f76c8043f8b40775245170bfe7,Moderate Wear,Yes,https://api.mwater.co/v3/images/a5530e9ecc944b6d89548afeabc2734f; https://api.mwater.co/v3/images/58600d8900724925af3ef9602fe96e0d,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.752,2
26/06/2019,Nogwe water point 5,-15.8252161,35.512735,24/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,5,5,2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,9,Yes,Bush bearing,No,No,No,27,Yes,https://api.mwater.co/v3/images/40417571cbdc4f46a6e9a2697c1415fe; https://api.mwater.co/v3/images/a965e822aa4b4f68a4ad13fd6206f704; https://api.mwater.co/v3/images/6c3393309dba4ff28489d9c66c7da2c6; https://api.mwater.co/v3/images/8f74806094f444a39c0afc9768b4991a; https://api.mwater.co/v3/images/b7aaadbc964e4c31a5d5ef6aade1465f; https://api.mwater.co/v3/images/d984bbfc12c844cf80ac17735cdc046e,Minimal Wear,Yes,https://api.mwater.co/v3/images/855cb77d80c94a659317a51af4e51cdc; https://api.mwater.co/v3/images/dd980dfa1f5d4ea3930acf02786c171c,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,52.551,2
25/06/2019,Namoyo borehole  01,-15.9483433,35.3393417,24/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,Yes,Bush bearing,No,No,No,27,Yes,https://api.mwater.co/v3/images/6c772a0c621b4392936e0975c55dc06c; https://api.mwater.co/v3/images/07f3d9d828f14e599a4f2e5f4885438c; https://api.mwater.co/v3/images/e89eafaaf3b74b4abc3f6599444036b1; https://api.mwater.co/v3/images/7990a6e0570448bfac565891eefffab5; https://api.mwater.co/v3/images/6163e7f247544706bc0f718f9a7fa218; https://api.mwater.co/v3/images/7c3d442335bd48529dfefb68e1fb538d,Significant Wear,Yes,https://api.mwater.co/v3/images/e559a8b991fc4255a522f73c41497ea7; https://api.mwater.co/v3/images/f0d8bbda58674ff9b33fbb29fc6fc989,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,67.352,2
13/12/2019,Namoyo borehole  01,-15.9483433,35.3393417,24/06/2019,Yes,Partially Functional,2,2,2,Missing,1,1,1,5,5,2,2,5,2,2,2,5,2,2,2,2,1,5,2,2,2,2,1,10,No,NA,No,No,No,30,Yes,https://api.mwater.co/v3/images/ebb48db5220746f098376ced55c6fb0b; https://api.mwater.co/v3/images/f51ec1a938e24ad8bae3176d92220e8a,As New,Yes,https://api.mwater.co/v3/images/79f76e391e9746ffa0af83ebe6ee799d; https://api.mwater.co/v3/images/3ca48c423b474fc6ad6d52711947a8c5,Yes,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,31,10,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.161,1
21/06/2019,Mwawalo Proper Borehole,-15.8924996,35.4797809,24/06/2019,Yes,Partially Functional,2,2,2,2,2,2,2,2,5,1,4,5,1,4,2,2,1,1,2,2,1,2,1,2,2,2,2,6,No,NA,No,No,No,18,Yes,https://api.mwater.co/v3/images/9ba4eb4247ec4cb997c272829ac6b89a; https://api.mwater.co/v3/images/5809a337bd9e4c8e9b65c7e00216f957,As New,Yes,https://api.mwater.co/v3/images/7f95107e99b845b8ad9987b9ddede140,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,55.691,1
3/12/2019,Mwawalo Proper Borehole,-15.8924996,35.4797809,24/06/2019,Yes,Partially Functional,5,2,4,Missing,4,4,4,5,5,3,2,5,2,2,2,5,2,2,3,2,2,5,2,2,2,2,2,9,No,NA,No,Yes,No,27,Yes,https://api.mwater.co/v3/images/479b6bd229a04b33b38abcbd9377d628; https://api.mwater.co/v3/images/050af72805f349838f72bfb89dfc90bd; https://api.mwater.co/v3/images/b441b4f3f9364120af851efbdef54222; https://api.mwater.co/v3/images/1f2da7728fbf4603bfd321b881e3166a; https://api.mwater.co/v3/images/a87892a6ed0b4215adb62299b4055dd6,As New,Yes,https://api.mwater.co/v3/images/c5071d9721ea468ba9cf5418c74becd2; https://api.mwater.co/v3/images/719f833ce3794a51b2eeb9b05ced83a5,No,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,28,9,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,TRUE,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,53.421,1
26/06/2019,Chiwanda borehole  01,-15.9253296,35.3460865,25/06/2019,Yes,Partially Functional,3,2,2,Missing,4,4,4,2,5,2,2,5,2,4,4,4,2,2,3,3,2,4,4,3,3,2,4,4,Yes,NA,No,No,No,NA,Yes,https://api.mwater.co/v3/images/d9eb51a280ca4ac884aa28ca182a290e,Minimal Wear,Yes,https://api.mwater.co/v3/images/4b05d5f4b6e541b09e576ba485d0b16f; https://api.mwater.co/v3/images/fa3461fe832d4ea3afc5715766a8e9ef; https://api.mwater.co/v3/images/720643359180474fa680d812c6bd990e,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,31,10,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,TRUE,6,TRUE,10,TRUE,1,NA,NA,TRUE,1,NA,NA,TRUE,1,Functional,46.78,1
6/3/2020,Chiwanda borehole  01,-15.9253296,35.3460865,25/06/2019,Yes,Partially Functional,2,2,2,5,2,2,2,5,5,1,2,5,3,5,5,5,3,3,2,3,2,5,3,2,2,2,2,8,No,NA,No,No,No,20,Yes,https://api.mwater.co/v3/images/99579bcee5a94acb953d40e1a733fe0a; https://api.mwater.co/v3/images/db3da8d111c644309e6c57bcda2ce9cd; https://api.mwater.co/v3/images/4da1273109fc4daead69a4e67747998a,Minimal Wear,Yes,https://api.mwater.co/v3/images/b126e60a8b1947e78b13ebc72117fba1; https://api.mwater.co/v3/images/f971fef163e34efb8825e085f7e63a43; https://api.mwater.co/v3/images/8d562b81950149d89548089f1bce9312,No,No,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,58.119,2
17/06/2019,Nolo Primary school water point,-15.8525974,35.5452971,25/06/2019,Yes,Partially Functional,3,2,3,5,3,3,3,2,5,3,5,5,4,5,3,5,3,3,2,3,4,5,3,3,3,4,3,8,Yes,Rocks trown by kids,Yes,Yes,No,24,Yes,https://api.mwater.co/v3/images/0195850dc1e94274b311a66374b79229; https://api.mwater.co/v3/images/fda085e6dfd4463aa4c4e0e130c78c0a; https://api.mwater.co/v3/images/124ccdd5917a40c49f1107f53c929459,Moderate Wear,Yes,https://api.mwater.co/v3/images/142781ac846c47799f484af7192d38a1; https://api.mwater.co/v3/images/19fa743b02ed4d3f9ffc0fe1ee940533,Yes,Yes,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,24,8,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,FALSE,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,46.542,1
25/06/2019,Phwitiko borehole 1,-15.87336396,35.45904964,25/06/2019,Yes,Non-functional,2,3,3,5,3,3,3,5,5,3,3,5,2,5,5,5,2,2,2,3,3,5,3,2,3,2,2,3,No,NA,No,Yes,No,3,Yes,https://api.mwater.co/v3/images/c74d67955b6742be98c1a075d39b41bd; https://api.mwater.co/v3/images/cdba4bcb313541e2989135f8f67ce580; https://api.mwater.co/v3/images/3da559292ba547edbc24689081f528a1,Moderate Wear,Yes,https://api.mwater.co/v3/images/427895f8fa8e4a51b126faa5884d2873; https://api.mwater.co/v3/images/5ba7b02343734564a7e4e5aa38e87697,No,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,51.268,1
26/06/2019,Mbunumbu  water point 1,-15.8150851,35.5011462,25/06/2019,Yes,Partially Functional,4,3,3,Missing,5,5,5,5,5,2,2,5,2,5,5,5,2,2,4,2,3,Missing,3,5,4,3,4,6,No,NA,No,Yes,No,18,Yes,https://api.mwater.co/v3/images/8dfb2cd50c03421181bbe8bc7ee39b68; https://api.mwater.co/v3/images/0ff0a0c00bd342df9c24d200014d1557; https://api.mwater.co/v3/images/2eb20cf4f82e4b06845d67aaa8358b0c; https://api.mwater.co/v3/images/30e00166fe5240d6b38038becc730eb8,Moderate Wear,Yes,https://api.mwater.co/v3/images/64ffd3ca9c9d40c886bf5b1bc49346ed; https://api.mwater.co/v3/images/eff7860b5a5144c5b8288a94a439618a,Yes,Yes,No,Yes,No,Yes,NA,NA,33,20,20,Yes,Yes,33,11,TRUE,4,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,FALSE,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,5,TRUE,2,TRUE,11,NA,NA,FALSE,NA,TRUE,6,NA,NA,FALSE,NA,Functional,72.565,1
15/06/2019,Kukada water point 1,-15.8576015,35.5406643,25/06/2019,Yes,Partially Functional,3,2,3,3,2,2,2,4,5,2,4,5,2,2,2,3,2,2,3,3,2,4,4,3,2,2,3,6,Yes,NA,Yes,Yes,Yes,18,Yes,https://api.mwater.co/v3/images/1792e6ccda974448aac154ab4a94f1f9; https://api.mwater.co/v3/images/98675fe26a7b41f3aa14c167c9a95203,Minimal Wear,Yes,https://api.mwater.co/v3/images/d3d88ad2e63b49e691bd23506e57c244; https://api.mwater.co/v3/images/7a69be8e4a664d78b51aef20e370f85d,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,2,NA,NA,TRUE,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,51.6,1
6/12/2019,Kukada water point 1,-15.8576015,35.5406643,25/06/2019,Yes,Partially Functional,4,4,3,Missing,3,2,3,4,4,3,3,4,4,4,3,4,4,4,3,3,2,4,4,3,3,4,3,4,Yes,NA,Yes,Yes,Yes,12,Yes,https://api.mwater.co/v3/images/d07e8fedf2b2462da25525e750d4a541; https://api.mwater.co/v3/images/f04f323e2a6c46ab8973c747da3645b2; https://api.mwater.co/v3/images/9b2ec79ee2404a32b1c0f3089f4f34b3,Moderate Wear,Yes,https://api.mwater.co/v3/images/e1d3a81ed8e64933b790f4d250f2515a; https://api.mwater.co/v3/images/c2be4a9d457e4a4ea9ce2b08fc41b40e; https://api.mwater.co/v3/images/09fb8f743d034baeb2eb6cf6bb778b2d; https://api.mwater.co/v3/images/bfabdc9ee54345b9833f970b5f455a45,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,12,4,TRUE,8,TRUE,1,NA,NA,TRUE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,FALSE,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,Functional,51.85,1
20/02/2020,Kukada water point 1,-15.8576015,35.5406643,25/06/2019,Yes,Partially Functional,4,3,3,4,3,3,3,2,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,2,2,5,Yes,NA,No,No,Yes,15,Yes,https://api.mwater.co/v3/images/f94ef87c37df4e20b05570f134387716; https://api.mwater.co/v3/images/b51e365f97ef4638999fbb3b7719ea8d,Moderate Wear,Yes,https://api.mwater.co/v3/images/75cdf3ddf17a4846be2bf3b2667d306b; https://api.mwater.co/v3/images/a4b98fae1b2d4b3ebe4638d8981d8ecd; https://api.mwater.co/v3/images/de076d95525c402785700e103a641e71,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,30,10,TRUE,4,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,TRUE,1,NA,NA,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,5,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,106.571,1
14/06/2019,Makokola,-15.83991222,35.39773569,25/06/2019,Yes,Partially Functional,5,2,2,5,2,2,2,5,5,5,5,5,5,5,2,2,5,5,2,2,5,5,3,1,2,2,3,12,No,NA,No,No,No,34,Yes,https://api.mwater.co/v3/images/683db1be8abc4311b7741c5d7c063586; https://api.mwater.co/v3/images/9412e9bc7ce949419a478a658a0f8f49; https://api.mwater.co/v3/images/fcf27deacb9f4eb286ffc3fb1ad25d27; https://api.mwater.co/v3/images/c423e2262ff745aabec6513d02cc34bf,Minimal Wear,Yes,https://api.mwater.co/v3/images/57055ab8cfba42b49552842159f84851; https://api.mwater.co/v3/images/0cff18356e6c40df90cdc4ae4f698eaf,Yes,No,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,TRUE,4,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,TRUE,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,61.683,1
2/7/2019,Mwetiheni Julius Borehole,-15.7974075,35.4850538,25/06/2019,Yes,No longer exists or abandoned,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,3,4,5,5,4,3,3,3,11,Yes,NA,Yes,Yes,No,33,Yes,https://api.mwater.co/v3/images/e6312b69dd2d4be8a61a8bfed249a25b; https://api.mwater.co/v3/images/eac12f9811a14e26b71b0997bdb38357; https://api.mwater.co/v3/images/4119e1cf7d714d8088bc7639a2ffc475; https://api.mwater.co/v3/images/581c34c59f9e4e85abb0bc21ff77ffd4; https://api.mwater.co/v3/images/b96d462298634741894709201111889b; https://api.mwater.co/v3/images/4d6dd5ad88374285993413f1bc90e995; https://api.mwater.co/v3/images/603072a8942c4be6b59f0e49d7222c1f,Significant Wear,Yes,https://api.mwater.co/v3/images/767cd0d0932447ab9eaf487848212d58,No,Yes,No,No,No,Yes,NA,NA,27,20,20,Yes,Yes,27,9,TRUE,4,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,2,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,1,TRUE,2,FALSE,NA,TRUE,3,TRUE,NA,TRUE,1,TRUE,1,TRUE,7,NA,NA,NA,NA,Functional,49.666,1
